Date,Sampling_Interval,Site,Location,Species,Temp_Hardening,Tide_Hardening,Bag_Numb,SLOT_NUMB_S-N,Living_Numb,Mortality_Total,Mortality_Non-Drill,Mortality_Drill,Moribund_Numb,Sampled_Numb,Other_Numb,Remaining_Numb,PropDead,PropRemaining,OysterDrill_Numb,Notes
8/27/2022,6,North,Tom's Point,M_gigas,21,NT,11,12,97,35,35,0,0,10,0,62,0.360824742,0.639175258,0,
8/27/2022,6,North,Tom's Point,M_gigas,21,NT,12,5,166,58,58,0,0,10,0,108,0.34939759,0.65060241,0,
8/26/2022,6,Middle,Hamlet,M_gigas,15,NT,13,9,89,5,5,0,0,10,0,84,0.056179775,0.943820225,0,
8/26/2022,6,Middle,Hamlet,M_gigas,15,NT,14,12,162,28,28,0,0,10,0,134,0.172839506,0.827160494,0,
8/26/2022,6,Middle,Hamlet,M_gigas,15,NT,15,1,85,0,0,0,0,10,0,85,0,1,0,
8/26/2022,6,Middle,Hamlet,M_gigas,15,T,16,5,167,1,1,0,0,10,0,166,0.005988024,0.994011976,0,
8/26/2022,6,Middle,Hamlet,M_gigas,15,T,17,7,158,4,4,0,0,10,0,154,0.025316456,0.974683544,0,
8/26/2022,6,Middle,Hamlet,M_gigas,15,T,18,10,38,0,0,0,0,10,0,38,0,1,0,
8/26/2022,6,Middle,Hamlet,M_gigas,21,T,19,9,123,29,29,0,0,10,0,94,0.235772358,0.764227642,0,
8/26/2022,6,Middle,Hamlet,M_gigas,21,T,20,4,170,1,1,0,0,10,0,169,0.005882353,0.994117647,0,
8/26/2022,6,Middle,Hamlet,M_gigas,21,T,21,6,75,3,3,0,0,10,0,72,0.04,0.96,0,
8/26/2022,6,Middle,Hamlet,M_gigas,21,NT,22,11,152,38,38,0,0,10,0,114,0.25,0.75,0,
8/26/2022,6,Middle,Hamlet,M_gigas,21,NT,23,3,163,43,43,0,0,10,0,120,0.263803681,0.736196319,0,
8/26/2022,6,Middle,Hamlet,M_gigas,21,NT,24,2,62,0,0,0,0,10,0,62,0,1,0,
8/24/2022,6,South,Tomasini Point,M_gigas,15,NT,25,4,154,0,0,0,0,10,0,154,0,1,0,
8/24/2022,6,South,Tomasini Point,M_gigas,15,NT,26,1,165,0,0,0,0,10,0,165,0,1,0,
8/24/2022,6,South,Tomasini Point,M_gigas,15,NT,27,7,147,11,11,0,0,10,0,136,0.074829932,0.925170068,0,
8/24/2022,6,South,Tomasini Point,M_gigas,15,T,28,5,153,1,1,0,0,10,0,152,0.006535948,0.993464052,0,
8/24/2022,6,South,Tomasini Point,M_gigas,15,T,29,10,166,3,3,0,0,10,0,163,0.018072289,0.981927711,0,
8/24/2022,6,South,Tomasini Point,M_gigas,15,T,30,11,159,0,0,0,0,10,0,159,0,1,0,
8/24/2022,6,South,Tomasini Point,M_gigas,21,T,31,3,157,0,0,0,0,10,0,157,0,1,0,
8/24/2022,6,South,Tomasini Point,M_gigas,21,T,32,6,142,3,3,0,0,10,0,139,0.021126761,0.978873239,0,
8/24/2022,6,South,Tomasini Point,M_gigas,21,T,33,12,156,0,0,0,0,10,0,156,0,1,0,
8/24/2022,6,South,Tomasini Point,M_gigas,21,NT,34,9,150,1,1,0,0,10,0,149,0.006666667,0.993333333,0,
8/24/2022,6,South,Tomasini Point,M_gigas,21,NT,35,2,154,2,2,0,0,10,0,152,0.012987013,0.987012987,0,
8/24/2022,6,South,Tomasini Point,M_gigas,21,NT,36,8,158,1,1,0,0,10,0,157,0.006329114,0.993670886,0,
