Sampling_Time,Date,SH_Tide,SH_Temp,Tank,Species,Rep,,L/W,Size_cm
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,6,,L,3.016
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,6,,W,1.778
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,7,,L,3.717
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,7,,W,1.926
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,8,,L,2.599
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,8,,W,1.896
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,9,,L,2.87
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,9,,W,2.006
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,10,,L,3.335
Pre-SH,May-17-2022,No Tide,21,19,M. gigas,10,,W,1.748
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,1,,L,2.978
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,1,,W,1.812
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,2,,L,2.97
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,2,,W,1.843
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,3,,L,3.319
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,3,,W,1.952
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,4,,L,2.741
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,4,,W,1.586
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,5,,L,2.979
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,5,,W,1.775
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,6,,L,3.494
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,6,,W,1.655
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,7,,L,2.931
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,7,,W,1.882
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,8,,L,3.145
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,8,,W,2.02
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,9,,L,2.769
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,9,,W,2.072
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,10,,L,4.113
Pre-SH,May-17-2022,No Tide,21,20,M. gigas,10,,W,1.937
