Year,Sampling_Time,Site,Location,Species,SH_Tide,SH_Temp,Bag,Rep,L,W
2022,1,Middle,BBOC,M. gigas,No Tide,15,14,4,2.992,1.879
2022,1,Middle,BBOC,M. gigas,No Tide,15,14,5,2.413,1.924
2022,1,Middle,BBOC,M. gigas,No Tide,15,14,6,3.136,2.477
2022,1,Middle,BBOC,M. gigas,No Tide,15,14,7,3.103,1.977
2022,1,Middle,BBOC,M. gigas,No Tide,15,14,8,2.552,1.803
2022,1,Middle,BBOC,M. gigas,No Tide,15,14,9,3.232,1.998
2022,1,Middle,BBOC,M. gigas,No Tide,15,14,10,2.975,1.894
2022,1,Middle,BBOC,M. gigas,No Tide,15,15,1,3.904,2.376
2022,1,Middle,BBOC,M. gigas,No Tide,15,15,2,3.95,2.005
2022,1,Middle,BBOC,M. gigas,No Tide,15,15,3,3.588,2.033
2022,1,Middle,BBOC,M. gigas,No Tide,15,15,4,3.048,2.127
2022,1,Middle,BBOC,M. gigas,No Tide,15,15,5,3.831,2.261
2022,1,Middle,BBOC,M. gigas,No Tide,15,15,6,3.259,2.189
2022,1,Middle,BBOC,M. gigas,No Tide,15,15,7,3.108,2.078
2022,1,Middle,BBOC,M. gigas,No Tide,15,15,8,4.055,2.426
2022,1,Middle,BBOC,M. gigas,No Tide,15,15,9,2.708,2.004
2022,1,Middle,BBOC,M. gigas,No Tide,15,15,10,3.354,2.098
2022,1,Middle,BBOC,M. gigas,Tide,15,16,2,3.115,1.899
2022,1,Middle,BBOC,M. gigas,Tide,15,16,3,3.175,1.896
2022,1,Middle,BBOC,M. gigas,Tide,15,16,4,3.46,2.029
2022,1,Middle,BBOC,M. gigas,Tide,15,16,5,2.728,2.297
2022,1,Middle,BBOC,M. gigas,Tide,15,16,6,2.72,2.011
2022,1,Middle,BBOC,M. gigas,Tide,15,16,7,3.055,2.147
2022,1,Middle,BBOC,M. gigas,Tide,15,16,8,3.298,1.994
2022,1,Middle,BBOC,M. gigas,Tide,15,16,9,3.211,2.33
2022,1,Middle,BBOC,M. gigas,Tide,15,16,10,2.554,1.98
2022,1,Middle,BBOC,M. gigas,Tide,15,17,1,4.101,2.082
2022,1,Middle,BBOC,M. gigas,Tide,15,17,2,3.332,2.662
2022,1,Middle,BBOC,M. gigas,Tide,15,17,3,2.76,1.831
2022,1,Middle,BBOC,M. gigas,Tide,15,17,4,2.507,1.871
2022,1,Middle,BBOC,M. gigas,Tide,15,17,5,3.171,2.066
2022,1,Middle,BBOC,M. gigas,Tide,15,17,6,3.529,2.327
2022,1,Middle,BBOC,M. gigas,Tide,15,17,7,3.208,2.301
2022,1,Middle,BBOC,M. gigas,Tide,15,17,8,3.359,2.144
2022,1,Middle,BBOC,M. gigas,Tide,15,17,9,2.703,1.751
2022,1,Middle,BBOC,M. gigas,Tide,15,17,10,3.27,2.335
2022,1,Middle,BBOC,M. gigas,Tide,15,18,1,2.95,2.458
2022,1,Middle,BBOC,M. gigas,Tide,15,18,2,3.527,2.562
2022,1,Middle,BBOC,M. gigas,Tide,15,18,3,3.555,2.554
2022,1,Middle,BBOC,M. gigas,Tide,15,18,4,3.449,2.171
2022,1,Middle,BBOC,M. gigas,Tide,15,18,5,2.924,1.953
2022,1,Middle,BBOC,M. gigas,Tide,15,18,6,2.895,2.148
2022,1,Middle,BBOC,M. gigas,Tide,15,18,7,3.102,2.419
2022,1,Middle,BBOC,M. gigas,Tide,15,18,8,3.334,2.765
2022,1,Middle,BBOC,M. gigas,Tide,15,18,9,3.387,2.635
2022,1,Middle,BBOC,M. gigas,Tide,21,19,1,3.206,1.572
2022,1,Middle,BBOC,M. gigas,Tide,21,19,2,2.731,2.051
2022,1,Middle,BBOC,M. gigas,Tide,21,19,3,2.992,1.785
2022,1,Middle,BBOC,M. gigas,Tide,21,19,4,2.831,1.873
2022,1,Middle,BBOC,M. gigas,Tide,21,19,5,2.991,1.965
2022,1,Middle,BBOC,M. gigas,Tide,21,19,6,3.403,1.961
2022,1,Middle,BBOC,M. gigas,Tide,21,19,7,3.072,1.675
2022,1,Middle,BBOC,M. gigas,Tide,21,19,8,2.962,2.161
2022,1,Middle,BBOC,M. gigas,Tide,21,19,9,3.641,1.957
2022,1,Middle,BBOC,M. gigas,Tide,21,19,10,3.278,2.292
2022,1,Middle,BBOC,M. gigas,Tide,21,20,1,3.267,2.078
2022,1,Middle,BBOC,M. gigas,Tide,21,20,2,2.79,1.698
2022,1,Middle,BBOC,M. gigas,Tide,21,20,3,2.961,1.666
2022,1,Middle,BBOC,M. gigas,Tide,21,20,4,2.858,1.697
2022,1,Middle,BBOC,M. gigas,Tide,21,20,5,3.003,1.879
2022,1,Middle,BBOC,M. gigas,Tide,21,20,6,3.463,2.265
2022,1,Middle,BBOC,M. gigas,Tide,21,20,7,3.189,2.034
2022,1,Middle,BBOC,M. gigas,Tide,21,20,8,3.439,1.903
2022,1,Middle,BBOC,M. gigas,Tide,21,20,9,3.593,1.988
2022,1,Middle,BBOC,M. gigas,Tide,21,20,10,2.967,1.778
2022,1,Middle,BBOC,M. gigas,Tide,21,21,1,4.025,2.488
2022,1,Middle,BBOC,M. gigas,Tide,21,21,2,3.112,1.985
2022,1,Middle,BBOC,M. gigas,Tide,21,21,3,3.544,2
2022,1,Middle,BBOC,M. gigas,Tide,21,21,4,3.261,2.055
2022,1,Middle,BBOC,M. gigas,Tide,21,21,5,3.257,2.535
2022,1,Middle,BBOC,M. gigas,Tide,21,21,6,3.21,2.336
2022,1,Middle,BBOC,M. gigas,Tide,21,21,7,3.849,2.212
2022,1,Middle,BBOC,M. gigas,Tide,21,21,8,3.149,2.551
2022,1,Middle,BBOC,M. gigas,Tide,21,21,9,2.98,1.971
2022,1,Middle,BBOC,M. gigas,Tide,21,21,10,3.726,2.4
2022,1,Middle,BBOC,M. gigas,No Tide,21,22,1,3.01,2.223
2022,1,Middle,BBOC,M. gigas,No Tide,21,22,2,3.035,2.069
2022,1,Middle,BBOC,M. gigas,No Tide,21,22,3,2.813,2.014
2022,1,Middle,BBOC,M. gigas,No Tide,21,22,4,3.256,1.668
2022,1,Middle,BBOC,M. gigas,No Tide,21,22,5,2.551,1.906
2022,1,Middle,BBOC,M. gigas,No Tide,21,22,6,2.752,1.831
2022,1,Middle,BBOC,M. gigas,No Tide,21,22,7,2.375,1.882
2022,1,Middle,BBOC,M. gigas,No Tide,21,22,8,2.889,1.803
2022,1,Middle,BBOC,M. gigas,No Tide,21,22,9,2.785,2.071
2022,1,Middle,BBOC,M. gigas,No Tide,21,22,10,2.606,1.615
2022,1,Middle,BBOC,M. gigas,No Tide,21,23,1,2.783,1.962
2022,1,Middle,BBOC,M. gigas,No Tide,21,23,2,3.154,1.899
2022,1,Middle,BBOC,M. gigas,No Tide,21,23,3,3.603,2.578
2022,1,Middle,BBOC,M. gigas,No Tide,21,23,4,2.567,1.907
2022,1,Middle,BBOC,M. gigas,No Tide,21,23,5,3.516,2.074
2022,1,Middle,BBOC,M. gigas,No Tide,21,23,6,2.283,1.921
2022,1,Middle,BBOC,M. gigas,No Tide,21,23,7,3.091,2.282
2022,1,Middle,BBOC,M. gigas,No Tide,21,23,8,2.578,2.051
2022,1,Middle,BBOC,M. gigas,No Tide,21,23,9,4.175,2.048
2022,1,Middle,BBOC,M. gigas,No Tide,21,23,10,3.144,2.289
2022,1,Middle,BBOC,M. gigas,No Tide,21,24,1,2.93,2.167
2022,1,Middle,BBOC,M. gigas,No Tide,21,24,2,2.541,1.911
2022,1,Middle,BBOC,M. gigas,No Tide,21,24,3,3.097,1.934
2022,1,Middle,BBOC,M. gigas,No Tide,21,24,4,3.262,1.949
2022,1,Middle,BBOC,M. gigas,No Tide,21,24,5,3.551,1.747
2022,1,Middle,BBOC,M. gigas,No Tide,21,24,6,2.862,1.891
2022,1,Middle,BBOC,M. gigas,No Tide,21,24,7,2.673,1.92
2022,1,Middle,BBOC,M. gigas,No Tide,21,24,8,2.606,2.026
2022,1,Middle,BBOC,M. gigas,No Tide,21,24,9,2.484,2.082
2022,1,Middle,BBOC,M. gigas,No Tide,21,24,10,3.148,1.592
2022,6,Middle,BBOC,M. gigas,No Tide,15,13,1,3.333,2.776
2022,6,Middle,BBOC,M. gigas,No Tide,15,13,2,4.239,2.304
2022,6,Middle,BBOC,M. gigas,No Tide,15,13,3,5.276,3.022
2022,6,Middle,BBOC,M. gigas,No Tide,15,13,4,3.79,2.17
2022,6,Middle,BBOC,M. gigas,No Tide,15,13,5,4.345,2.842
2022,6,Middle,BBOC,M. gigas,No Tide,15,13,6,5.723,3.635
2022,6,Middle,BBOC,M. gigas,No Tide,15,13,7,4.943,2.438
2022,6,Middle,BBOC,M. gigas,No Tide,15,13,8,2.916,2.351
2022,6,Middle,BBOC,M. gigas,No Tide,15,13,9,5.78,3.677
2022,6,Middle,BBOC,M. gigas,No Tide,15,13,10,3.627,2.934
2022,6,Middle,BBOC,M. gigas,No Tide,15,14,1,5.896,3.283
2022,6,Middle,BBOC,M. gigas,No Tide,15,14,2,5.004,3.338
2022,6,Middle,BBOC,M. gigas,No Tide,15,14,3,6.235,3.214
2022,6,Middle,BBOC,M. gigas,No Tide,15,14,4,4.535,2.362
2022,6,Middle,BBOC,M. gigas,No Tide,15,14,5,3.23,1.918
2022,6,Middle,BBOC,M. gigas,No Tide,15,14,6,4.199,2.733
2022,6,Middle,BBOC,M. gigas,No Tide,15,14,7,3.064,3.047
2022,6,Middle,BBOC,M. gigas,No Tide,15,14,8,4.301,3.173
2022,6,Middle,BBOC,M. gigas,No Tide,15,14,9,4.627,3.221
2022,6,Middle,BBOC,M. gigas,No Tide,15,14,10,4.827,2.556
2022,6,Middle,BBOC,M. gigas,No Tide,15,15,1,3.99,2.589
2022,6,Middle,BBOC,M. gigas,No Tide,15,15,2,3.787,2.301
2022,6,Middle,BBOC,M. gigas,No Tide,15,15,3,4.553,3.182
2022,6,Middle,BBOC,M. gigas,No Tide,15,15,4,3.161,2.551
2022,6,Middle,BBOC,M. gigas,No Tide,15,15,5,3.544,1.993
2022,6,Middle,BBOC,M. gigas,No Tide,15,15,6,4.46,2.835
2022,6,Middle,BBOC,M. gigas,No Tide,15,15,7,4.643,3.07
2022,6,Middle,BBOC,M. gigas,No Tide,15,15,8,3.672,2.696
2022,6,Middle,BBOC,M. gigas,No Tide,15,15,9,4.166,2.908
2022,6,Middle,BBOC,M. gigas,No Tide,15,15,10,4.681,2.572
2022,6,Middle,BBOC,M. gigas,Tide,15,16,2,5.042,2.737
2022,6,Middle,BBOC,M. gigas,Tide,15,16,3,5.754,3.892
2022,6,Middle,BBOC,M. gigas,Tide,15,16,4,3.278,2.213
2022,6,Middle,BBOC,M. gigas,Tide,15,16,5,6.053,3.01
2022,6,Middle,BBOC,M. gigas,Tide,15,16,6,3.169,1.883
2022,6,Middle,BBOC,M. gigas,Tide,15,16,7,3.809,3.193
2022,6,Middle,BBOC,M. gigas,Tide,15,16,8,4.949,2.79
2022,6,Middle,BBOC,M. gigas,Tide,15,16,9,5.178,2.52
2022,6,Middle,BBOC,M. gigas,Tide,15,16,10,5.382,3.614
2022,6,Middle,BBOC,M. gigas,Tide,15,17,1,4.883,2.569
2022,6,Middle,BBOC,M. gigas,Tide,15,17,2,4.983,3.013
2022,6,Middle,BBOC,M. gigas,Tide,15,17,3,5.785,3.408
2022,6,Middle,BBOC,M. gigas,Tide,15,17,4,5.406,2.648
2022,6,Middle,BBOC,M. gigas,Tide,15,17,5,5.918,3.169
2022,6,Middle,BBOC,M. gigas,Tide,15,17,6,5.105,2.712
2022,6,Middle,BBOC,M. gigas,Tide,15,17,7,5.051,3.317
2022,6,Middle,BBOC,M. gigas,Tide,15,17,8,3.939,2.918
2022,6,Middle,BBOC,M. gigas,Tide,15,17,9,3.775,2.496
2022,6,Middle,BBOC,M. gigas,Tide,15,17,10,3.901,2.129
2022,6,Middle,BBOC,M. gigas,Tide,15,18,1,4.251,2.736
2022,6,Middle,BBOC,M. gigas,Tide,15,18,2,3.255,2.446
2022,6,Middle,BBOC,M. gigas,Tide,15,18,3,5.443,2.869
2022,6,Middle,BBOC,M. gigas,Tide,15,18,4,2.965,2.811
2022,6,Middle,BBOC,M. gigas,Tide,15,18,5,3.777,2.605
2022,6,Middle,BBOC,M. gigas,Tide,15,18,6,4.018,2.455
2022,6,Middle,BBOC,M. gigas,Tide,15,18,7,3.886,2.859
2022,6,Middle,BBOC,M. gigas,Tide,15,18,8,4.928,2.884
2022,6,Middle,BBOC,M. gigas,Tide,15,18,9,4.544,2.958
2022,6,Middle,BBOC,M. gigas,Tide,15,18,10,4.999,2.665
2022,6,Middle,BBOC,M. gigas,Tide,21,19,1,5.812,3.595
2022,6,Middle,BBOC,M. gigas,Tide,21,19,2,5.379,3.309
2022,6,Middle,BBOC,M. gigas,Tide,21,19,3,3.542,2.17
2022,6,Middle,BBOC,M. gigas,Tide,21,19,4,3.31,2.097
2022,6,Middle,BBOC,M. gigas,Tide,21,19,5,4.807,2.678
2022,6,Middle,BBOC,M. gigas,Tide,21,19,6,4.682,3.071
2022,6,Middle,BBOC,M. gigas,Tide,21,19,7,3.322,2.642
2022,6,Middle,BBOC,M. gigas,Tide,21,19,8,5.052,3.187
2022,6,Middle,BBOC,M. gigas,Tide,21,19,9,4.969,2.7
2022,6,Middle,BBOC,M. gigas,Tide,21,19,10,3.963,3.001
2022,6,Middle,BBOC,M. gigas,Tide,21,20,1,5.341,4.28
2022,6,Middle,BBOC,M. gigas,Tide,21,20,2,6.629,3.264
2022,6,Middle,BBOC,M. gigas,Tide,21,20,3,6.923,3.566
2022,6,Middle,BBOC,M. gigas,Tide,21,20,4,4.322,3.498
2022,6,Middle,BBOC,M. gigas,Tide,21,20,5,6.31,3.646
2022,6,Middle,BBOC,M. gigas,Tide,21,20,6,3.937,2.778
2022,6,Middle,BBOC,M. gigas,Tide,21,20,7,5.612,3.71
2022,6,Middle,BBOC,M. gigas,Tide,21,20,8,3.946,2.586
2022,6,Middle,BBOC,M. gigas,Tide,21,20,9,5.11,3.125
2022,6,Middle,BBOC,M. gigas,Tide,21,20,10,7.119,3.093
2022,6,Middle,BBOC,M. gigas,Tide,21,21,1,4.432,2.9
2022,6,Middle,BBOC,M. gigas,Tide,21,21,2,5.176,3.383
2022,6,Middle,BBOC,M. gigas,Tide,21,21,3,3.897,3.438
2022,6,Middle,BBOC,M. gigas,Tide,21,21,4,4.694,3.043
2022,6,Middle,BBOC,M. gigas,Tide,21,21,5,5.354,3.619
2022,6,Middle,BBOC,M. gigas,Tide,21,21,6,5.604,3.535
2022,6,Middle,BBOC,M. gigas,Tide,21,21,7,3.995,2.81
2022,6,Middle,BBOC,M. gigas,Tide,21,21,8,4.997,2.913
2022,6,Middle,BBOC,M. gigas,Tide,21,21,9,3.858,2.503
2022,6,Middle,BBOC,M. gigas,Tide,21,21,10,4.519,3.443
2022,6,Middle,BBOC,M. gigas,No Tide,21,22,1,3.617,2.866
2022,6,Middle,BBOC,M. gigas,No Tide,21,22,2,5.373,3.616
2022,6,Middle,BBOC,M. gigas,No Tide,21,22,3,3.729,2.871
2022,6,Middle,BBOC,M. gigas,No Tide,21,22,4,4.868,2.271
2022,6,Middle,BBOC,M. gigas,No Tide,21,22,5,4.399,2.927
2022,6,Middle,BBOC,M. gigas,No Tide,21,22,6,3.912,2.831
2022,6,Middle,BBOC,M. gigas,No Tide,21,22,7,2.666,2.03
2022,6,Middle,BBOC,M. gigas,No Tide,21,22,8,4.079,2.297
2022,6,Middle,BBOC,M. gigas,No Tide,21,22,9,3.158,1.849
2022,6,Middle,BBOC,M. gigas,No Tide,21,22,10,4.007,3.162
2022,6,Middle,BBOC,M. gigas,No Tide,21,23,1,4.94,3.27
2022,6,Middle,BBOC,M. gigas,No Tide,21,23,2,4.966,2.759
2022,6,Middle,BBOC,M. gigas,No Tide,21,23,3,4.085,3.007
2022,6,Middle,BBOC,M. gigas,No Tide,21,23,4,2.751,2.212
2022,6,Middle,BBOC,M. gigas,No Tide,21,23,5,5.545,3.103
2022,6,Middle,BBOC,M. gigas,No Tide,21,23,6,2.265,2.002
2022,6,Middle,BBOC,M. gigas,No Tide,21,23,7,3.362,2.324
2022,6,Middle,BBOC,M. gigas,No Tide,21,23,8,3.639,2.931
2022,6,Middle,BBOC,M. gigas,No Tide,21,23,9,4.158,2.269
2022,6,Middle,BBOC,M. gigas,No Tide,21,23,10,5.344,3.497
2022,6,Middle,BBOC,M. gigas,No Tide,21,24,1,4.487,2.368
2022,6,Middle,BBOC,M. gigas,No Tide,21,24,2,4.059,2.885
2022,6,Middle,BBOC,M. gigas,No Tide,21,24,3,4.784,2.903
2022,6,Middle,BBOC,M. gigas,No Tide,21,24,4,4.174,2.908
2022,6,Middle,BBOC,M. gigas,No Tide,21,24,5,3.532,2.099
2022,6,Middle,BBOC,M. gigas,No Tide,21,24,6,5.761,2.594
2022,6,Middle,BBOC,M. gigas,No Tide,21,24,7,4.001,2.996
2022,6,Middle,BBOC,M. gigas,No Tide,21,24,8,3.34,3.125
2022,6,Middle,BBOC,M. gigas,No Tide,21,24,9,4.473,3.123
2022,6,Middle,BBOC,M. gigas,No Tide,21,24,10,3.68,2.579
2022,1,North,HIOC,M. gigas,No Tide,15,1,1,2.526,2.018
2022,1,North,HIOC,M. gigas,No Tide,15,1,2,3.645,2.347
2022,1,North,HIOC,M. gigas,No Tide,15,1,3,2.563,1.935
2022,1,North,HIOC,M. gigas,No Tide,15,1,4,3.479,2.247
2022,1,North,HIOC,M. gigas,No Tide,15,1,5,3.728,1.961
2022,1,North,HIOC,M. gigas,No Tide,15,1,6,3.841,2.05
2022,1,North,HIOC,M. gigas,No Tide,15,1,7,2.685,2.122
2022,1,North,HIOC,M. gigas,No Tide,15,1,8,2.63,2.243
2022,1,North,HIOC,M. gigas,No Tide,15,1,9,3.393,2.055
2022,1,North,HIOC,M. gigas,No Tide,15,1,10,3.06,1.998
2022,1,North,HIOC,M. gigas,No Tide,15,2,1,2.523,2.138
2022,1,North,HIOC,M. gigas,No Tide,15,2,2,2.911,1.841
2022,1,North,HIOC,M. gigas,No Tide,15,2,3,3.013,2.249
2022,1,North,HIOC,M. gigas,No Tide,15,2,4,3.816,2.905
2022,1,North,HIOC,M. gigas,No Tide,15,2,5,3.635,2.297
2022,1,North,HIOC,M. gigas,No Tide,15,2,6,2.891,2.166
2022,1,North,HIOC,M. gigas,No Tide,15,2,7,2.535,1.822
2022,1,North,HIOC,M. gigas,No Tide,15,2,8,3.142,2.72
2022,1,North,HIOC,M. gigas,No Tide,15,2,9,3.587,2.034
2022,1,North,HIOC,M. gigas,No Tide,15,2,10,3.053,2
2022,1,North,HIOC,M. gigas,No Tide,15,3,1,4.028,2.301
2022,1,North,HIOC,M. gigas,No Tide,15,3,2,3.456,2.028
2022,1,North,HIOC,M. gigas,No Tide,15,3,3,3.986,2.192
2022,1,North,HIOC,M. gigas,No Tide,15,3,4,3.175,1.866
2022,1,North,HIOC,M. gigas,No Tide,15,3,5,3.329,1.946
2022,1,North,HIOC,M. gigas,No Tide,15,3,6,3.525,2.424
2022,1,North,HIOC,M. gigas,No Tide,15,3,7,3.171,1.75
2022,1,North,HIOC,M. gigas,No Tide,15,3,8,3.353,2.022
2022,1,North,HIOC,M. gigas,No Tide,15,3,9,3.204,2.407
2022,1,North,HIOC,M. gigas,No Tide,15,3,10,3.721,2.218
2022,1,North,HIOC,M. gigas,Tide,15,4,2,2.543,1.66
2022,1,North,HIOC,M. gigas,Tide,15,4,3,3.043,1.756
2022,1,North,HIOC,M. gigas,Tide,15,4,4,3.186,1.772
2022,1,North,HIOC,M. gigas,Tide,15,4,5,3.433,2.261
2022,1,North,HIOC,M. gigas,Tide,15,4,6,4.4,2.393
2022,1,North,HIOC,M. gigas,Tide,15,4,7,3.403,2.097
2022,1,North,HIOC,M. gigas,Tide,15,4,8,3.36,2.057
2022,1,North,HIOC,M. gigas,Tide,15,4,9,2.909,2.286
2022,1,North,HIOC,M. gigas,Tide,15,4,10,2.658,1.898
2022,1,North,HIOC,M. gigas,Tide,15,5,1,3.246,2.078
2022,1,North,HIOC,M. gigas,Tide,15,5,2,3.22,2.133
2022,1,North,HIOC,M. gigas,Tide,15,5,3,3.235,1.908
2022,1,North,HIOC,M. gigas,Tide,15,5,4,2.82,1.69
2022,1,North,HIOC,M. gigas,Tide,15,5,5,3.329,2.359
2022,1,North,HIOC,M. gigas,Tide,15,5,6,4.058,2.312
2022,1,North,HIOC,M. gigas,Tide,15,5,7,3.138,2.143
2022,1,North,HIOC,M. gigas,Tide,15,5,8,3.721,1.895
2022,1,North,HIOC,M. gigas,Tide,15,5,9,2.993,2.212
2022,1,North,HIOC,M. gigas,Tide,15,5,10,3.186,2.56
2022,1,North,HIOC,M. gigas,Tide,15,6,1,3.378,2.558
2022,1,North,HIOC,M. gigas,Tide,15,6,2,3.23,1.752
2022,1,North,HIOC,M. gigas,Tide,15,6,3,3.639,2.579
2022,1,North,HIOC,M. gigas,Tide,15,6,4,3.984,3.219
2022,1,North,HIOC,M. gigas,Tide,15,6,5,2.584,1.91
2022,1,North,HIOC,M. gigas,Tide,15,6,6,2.682,1.86
2022,1,North,HIOC,M. gigas,Tide,15,6,7,2.902,2.096
2022,1,North,HIOC,M. gigas,Tide,15,6,8,3.311,2.712
2022,1,North,HIOC,M. gigas,Tide,15,6,9,3.625,2.005
2022,1,North,HIOC,M. gigas,Tide,15,6,10,3.719,1.839
2022,1,North,HIOC,M. gigas,Tide,21,7,1,2.85,1.848
2022,1,North,HIOC,M. gigas,Tide,21,7,2,2.871,1.71
2022,1,North,HIOC,M. gigas,Tide,21,7,3,2.654,2.191
2022,1,North,HIOC,M. gigas,Tide,21,7,4,2.806,1.924
2022,1,North,HIOC,M. gigas,Tide,21,7,5,2.769,2.034
2022,1,North,HIOC,M. gigas,Tide,21,7,6,3.186,2.14
2022,1,North,HIOC,M. gigas,Tide,21,7,7,3.043,1.977
2022,1,North,HIOC,M. gigas,Tide,21,7,8,2.9,1.886
2022,1,North,HIOC,M. gigas,Tide,21,7,9,3.07,2.215
2022,1,North,HIOC,M. gigas,Tide,21,7,10,3.019,2.048
2022,1,North,HIOC,M. gigas,Tide,21,8,1,3.255,1.997
2022,1,North,HIOC,M. gigas,Tide,21,8,2,2.603,1.879
2022,1,North,HIOC,M. gigas,Tide,21,8,3,2.862,1.972
2022,1,North,HIOC,M. gigas,Tide,21,8,4,2.985,2.132
2022,1,North,HIOC,M. gigas,Tide,21,8,5,2.905,2.058
2022,1,North,HIOC,M. gigas,Tide,21,8,6,3.326,1.77
2022,1,North,HIOC,M. gigas,Tide,21,8,7,2.898,1.909
2022,1,North,HIOC,M. gigas,Tide,21,8,8,3.087,1.748
2022,1,North,HIOC,M. gigas,Tide,21,8,9,3.258,1.842
2022,1,North,HIOC,M. gigas,Tide,21,8,10,2.82,1.679
2022,1,North,HIOC,M. gigas,Tide,21,9,1,4.038,2.243
2022,1,North,HIOC,M. gigas,Tide,21,9,2,4.023,2.068
2022,1,North,HIOC,M. gigas,Tide,21,9,3,2.777,1.953
2022,1,North,HIOC,M. gigas,Tide,21,9,4,3.083,2.082
2022,1,North,HIOC,M. gigas,Tide,21,9,5,3.222,1.705
2022,1,North,HIOC,M. gigas,Tide,21,9,6,3.686,1.923
2022,1,North,HIOC,M. gigas,Tide,21,9,7,3.258,2.061
2022,1,North,HIOC,M. gigas,Tide,21,9,8,2.898,2.035
2022,1,North,HIOC,M. gigas,Tide,21,9,9,3.778,2.291
2022,1,North,HIOC,M. gigas,Tide,21,9,10,4.4,2.221
2022,1,North,HIOC,M. gigas,No Tide,21,10,1,2.541,2.039
2022,1,North,HIOC,M. gigas,No Tide,21,10,2,3,1.684
2022,1,North,HIOC,M. gigas,No Tide,21,10,3,3.245,1.703
2022,1,North,HIOC,M. gigas,No Tide,21,10,4,3.714,1.843
2022,1,North,HIOC,M. gigas,No Tide,21,10,5,2.987,1.572
2022,1,North,HIOC,M. gigas,No Tide,21,10,6,3.244,1.905
2022,1,North,HIOC,M. gigas,No Tide,21,10,7,2.8,1.805
2022,1,North,HIOC,M. gigas,No Tide,21,10,8,2.514,1.649
2022,1,North,HIOC,M. gigas,No Tide,21,10,9,2.807,1.916
2022,1,North,HIOC,M. gigas,No Tide,21,10,10,2.971,2.014
2022,1,North,HIOC,M. gigas,No Tide,21,11,1,3.646,2.15
2022,1,North,HIOC,M. gigas,No Tide,21,11,2,3.041,2.077
2022,1,North,HIOC,M. gigas,No Tide,21,11,3,2.743,2.081
2022,1,North,HIOC,M. gigas,No Tide,21,11,4,2.935,1.882
2022,1,North,HIOC,M. gigas,No Tide,21,11,5,2.96,1.9
2022,1,North,HIOC,M. gigas,No Tide,21,11,6,2.93,1.956
2022,1,North,HIOC,M. gigas,No Tide,21,11,7,2.928,1.747
2022,1,North,HIOC,M. gigas,No Tide,21,11,8,3.617,2.042
2022,1,North,HIOC,M. gigas,No Tide,21,11,9,2.885,2.115
2022,1,North,HIOC,M. gigas,No Tide,21,11,10,2.747,1.958
2022,1,North,HIOC,M. gigas,No Tide,21,12,1,2.623,1.739
2022,1,North,HIOC,M. gigas,No Tide,21,12,2,3.404,2.325
2022,1,North,HIOC,M. gigas,No Tide,21,12,3,3.002,2.136
2022,1,North,HIOC,M. gigas,No Tide,21,12,4,2.758,1.862
2022,1,North,HIOC,M. gigas,No Tide,21,12,5,3.543,2.109
2022,1,North,HIOC,M. gigas,No Tide,21,12,6,3.589,2.189
2022,1,North,HIOC,M. gigas,No Tide,21,12,7,3.351,2.095
2022,1,North,HIOC,M. gigas,No Tide,21,12,8,2.912,2.403
2022,1,North,HIOC,M. gigas,No Tide,21,12,9,3.23,1.828
2022,1,North,HIOC,M. gigas,No Tide,21,12,10,2.662,2.124
2022,6,North,HIOC,M. gigas,No Tide,15,1,1,5.23,3.467
2022,6,North,HIOC,M. gigas,No Tide,15,1,2,4.135,2.928
2022,6,North,HIOC,M. gigas,No Tide,15,1,3,3.829,3.1
2022,6,North,HIOC,M. gigas,No Tide,15,1,4,4.604,2.73
2022,6,North,HIOC,M. gigas,No Tide,15,1,5,4.961,3.287
2022,6,North,HIOC,M. gigas,No Tide,15,1,6,4.124,2.836
2022,6,North,HIOC,M. gigas,No Tide,15,1,7,5.867,2.717
2022,6,North,HIOC,M. gigas,No Tide,15,1,8,4.34,2.698
2022,6,North,HIOC,M. gigas,No Tide,15,1,9,4.781,3.266
2022,6,North,HIOC,M. gigas,No Tide,15,1,10,4.541,2.812
2022,6,North,HIOC,M. gigas,No Tide,15,2,1,4.097,2.839
2022,6,North,HIOC,M. gigas,No Tide,15,2,2,4.136,3.048
2022,6,North,HIOC,M. gigas,No Tide,15,2,3,3.961,2.739
2022,6,North,HIOC,M. gigas,No Tide,15,2,4,5.128,3.115
2022,6,North,HIOC,M. gigas,No Tide,15,2,5,3.957,2.308
2022,6,North,HIOC,M. gigas,No Tide,15,2,6,4.503,2.904
2022,6,North,HIOC,M. gigas,No Tide,15,2,7,5.003,2.995
2022,6,North,HIOC,M. gigas,No Tide,15,2,8,4.409,2.331
2022,6,North,HIOC,M. gigas,No Tide,15,2,9,4.29,2.757
2022,6,North,HIOC,M. gigas,No Tide,15,2,10,4.646,2.864
2022,6,North,HIOC,M. gigas,No Tide,15,3,1,4.609,2.897
2022,6,North,HIOC,M. gigas,No Tide,15,3,2,5.102,2.826
2022,6,North,HIOC,M. gigas,No Tide,15,3,3,4.679,2.814
2022,6,North,HIOC,M. gigas,No Tide,15,3,4,4.039,2.724
2022,6,North,HIOC,M. gigas,No Tide,15,3,5,4.081,2.168
2022,6,North,HIOC,M. gigas,No Tide,15,3,6,4.202,2.726
