Numb,Date,Sampling_Interval,Site,Location,Species,Hardening,Temp_Hardening,Tide_Hardening,Bag_Numb,SLOT_NUMB_S-N,Living_Numb,Mortality_Total,Mortality_Non-Drill,Mortality_Drill,Moribund_Numb,Sampled_Numb,Other_Numb,Remaining_Numb,Prop_Rem,Prop_Dead,OysterDrill_Numb,Notes
197,8/23/2021,3,Middle,Hamlet,C_gigas,16_NT,16,NT,55,6,12,3,3,0,0,10,0,0,0,1,0,"""-1"" remaining?"
198,8/23/2021,3,Middle,Hamlet,C_gigas,16_NT,16,NT,56,12,49,0,0,0,0,10,0,39,0.795918367,0.204081633,0,
199,8/20/2021,3,South,Tomasini Point,C_sikamea,21_T,21,T,25,8,216,1,0,1,0,10,0,205,0.949074074,0.050925926,0,
200,8/20/2021,3,South,Tomasini Point,C_sikamea,21_T,21,T,26,5,212,18,15,3,0,10,0,184,0.867924528,0.132075472,6,
201,8/20/2021,3,South,Tomasini Point,C_sikamea,21_T,21,T,27,17,201,22,16,6,0,10,0,169,0.84079602,0.15920398,7,
202,8/20/2021,3,South,Tomasini Point,C_sikamea,16_T,16,T,28,10,197,6,4,2,0,10,0,181,0.918781726,0.081218274,3,
203,8/20/2021,3,South,Tomasini Point,C_sikamea,16_T,16,T,29,16,203,33,7,26,0,10,0,160,0.78817734,0.21182266,3,
204,8/20/2021,3,South,Tomasini Point,C_sikamea,16_T,16,T,30,1,210,10,5,5,0,10,0,190,0.904761905,0.095238095,13,
205,8/20/2021,3,South,Tomasini Point,C_sikamea,21_NT,21,NT,31,2,127,9,1,8,0,10,0,108,0.850393701,0.149606299,1,
206,8/20/2021,3,South,Tomasini Point,C_sikamea,21_NT,21,NT,32,7,121,7,2,5,0,9,0,105,0.867768595,0.132231405,5,only 9 oysters sampled
207,8/20/2021,3,South,Tomasini Point,C_sikamea,21_NT,21,NT,33,14,152,10,5,5,0,10,0,132,0.868421053,0.131578947,1,
208,8/20/2021,3,South,Tomasini Point,C_sikamea,16_NT,16,NT,34,4,214,13,6,7,0,10,0,191,0.892523364,0.107476636,0,
209,8/20/2021,3,South,Tomasini Point,C_sikamea,16_NT,16,NT,35,13,218,10,5,5,0,10,0,198,0.908256881,0.091743119,8,
210,8/20/2021,3,South,Tomasini Point,C_sikamea,16_NT,16,NT,36,11,223,6,6,0,0,10,0,207,0.928251121,0.071748879,1,
211,8/20/2021,3,South,Tomasini Point,C_gigas,21_NT,21,NT,61,12,203,1,1,0,0,10,0,192,0.945812808,0.054187192,0,
212,8/20/2021,3,South,Tomasini Point,C_gigas,21_NT,21,NT,62,6,203,9,7,2,0,10,0,184,0.906403941,0.093596059,0,
213,8/20/2021,3,South,Tomasini Point,C_gigas,21_NT,21,NT,63,15,199,2,0,2,0,10,0,187,0.939698492,0.060301508,4,
214,8/20/2021,3,South,Tomasini Point,C_gigas,16_NT,16,NT,64,9,204,1,0,1,0,10,0,193,0.946078431,0.053921569,0,
215,8/20/2021,3,South,Tomasini Point,C_gigas,16_NT,16,NT,65,3,200,1,0,0,0,10,0,189,0.945,0.055,3,
216,8/20/2021,3,South,Tomasini Point,C_gigas,16_NT,16,NT,66,18,187,2,0,0,0,10,0,175,0.935828877,0.064171123,2,
217,9/7/2021,4,North,Tom's Point,C_sikamea,21_T,21,T,1,18,211,0,0,0,0,10,0,201,0.952606635,0.047393365,0,
218,9/7/2021,4,North,Tom's Point,C_sikamea,21_T,21,T,2,15,215,0,0,0,0,10,0,205,0.953488372,0.046511628,0,
219,9/7/2021,4,North,Tom's Point,C_sikamea,21_T,21,T,3,5,213,1,1,0,0,10,0,202,0.948356808,0.051643192,0,
220,9/7/2021,4,North,Tom's Point,C_sikamea,16_T,16,T,4,14,219,0,0,0,0,10,0,209,0.9543379,0.0456621,0,
221,9/7/2021,4,North,Tom's Point,C_sikamea,16_T,16,T,5,9,220,0,0,0,0,10,0,210,0.954545455,0.045454545,0,
222,9/7/2021,4,North,Tom's Point,C_sikamea,16_T,16,T,6,3,219,1,1,0,0,10,0,208,0.949771689,0.050228311,0,
223,9/7/2021,4,North,Tom's Point,C_sikamea,21_NT,21,NT,7,12,141,0,0,0,0,10,0,131,0.929078014,0.070921986,0,
224,9/7/2021,4,North,Tom's Point,C_sikamea,21_NT,21,NT,8,8,143,1,1,0,0,10,0,132,0.923076923,0.076923077,0,
225,9/7/2021,4,North,Tom's Point,C_sikamea,21_NT,21,NT,9,6,143,5,5,0,0,10,0,128,0.895104895,0.104895105,0,
226,9/7/2021,4,North,Tom's Point,C_sikamea,16_NT,16,NT,10,17,218,0,0,0,0,10,0,208,0.95412844,0.04587156,0,
227,9/7/2021,4,North,Tom's Point,C_sikamea,16_NT,16,NT,11,11,218,3,3,0,0,10,0,205,0.940366972,0.059633028,0,
228,9/7/2021,4,North,Tom's Point,C_sikamea,16_NT,16,NT,12,2,219,5,5,0,0,10,0,204,0.931506849,0.068493151,0,
229,9/7/2021,4,North,Tom's Point,C_gigas,21_NT,21,NT,41,7,69,20,20,0,1,10,1,38,0.550724638,0.449275362,0,bag K - 1 moribund oyster
230,9/7/2021,4,North,Tom's Point,C_gigas,21_NT,21,NT,42,4,117,39,39,0,0,9,0,69,0.58974359,0.41025641,0,
231,9/7/2021,4,North,Tom's Point,C_gigas,21_NT,21,NT,43,16,185,125,125,0,0,10,0,50,0.27027027,0.72972973,0,
232,9/7/2021,4,North,Tom's Point,C_gigas,16_NT,16,NT,44,13,104,81,81,0,0,10,1,12,0.115384615,0.884615385,0,
233,9/7/2021,4,North,Tom's Point,C_gigas,16_NT,16,NT,45,10,13,1,1,0,0,10,0,2,0.153846154,0.846153846,0,
234,9/7/2021,4,North,Tom's Point,C_gigas,16_NT,16,NT,46,1,37,22,22,0,0,10,0,5,0.135135135,0.864864865,0,
235,9/6/2021,4,Middle,Hamlet,C_sikamea,21_T,21,T,13,8,210,1,1,0,0,10,0,199,0.947619048,0.052380952,0,
236,9/6/2021,4,Middle,Hamlet,C_sikamea,21_T,21,T,14,1,212,0,0,0,0,10,0,202,0.952830189,0.047169811,0,
237,9/6/2021,4,Middle,Hamlet,C_sikamea,21_T,21,T,15,13,213,0,0,0,0,10,0,203,0.953051643,0.046948357,0,
238,9/6/2021,4,Middle,Hamlet,C_sikamea,16_T,16,T,16,10,218,0,0,0,0,10,1,207,0.949541284,0.050458716,0,
239,9/6/2021,4,Middle,Hamlet,C_sikamea,16_T,16,T,17,5,219,0,0,0,0,10,0,209,0.9543379,0.0456621,0,
240,9/6/2021,4,Middle,Hamlet,C_sikamea,16_T,16,T,18,11,219,1,1,0,0,10,0,208,0.949771689,0.050228311,0,
241,9/6/2021,4,Middle,Hamlet,C_sikamea,21_NT,21,NT,19,17,138,1,1,0,0,10,0,127,0.920289855,0.079710145,0,
242,9/6/2021,4,Middle,Hamlet,C_sikamea,21_NT,21,NT,20,4,143,1,1,0,0,10,0,132,0.923076923,0.076923077,0,
243,9/6/2021,4,Middle,Hamlet,C_sikamea,21_NT,21,NT,21,14,142,0,0,0,0,10,0,132,0.929577465,0.070422535,0,
244,9/6/2021,4,Middle,Hamlet,C_sikamea,16_NT,16,NT,22,16,218,7,7,0,0,10,0,201,0.922018349,0.077981651,0,
245,9/6/2021,4,Middle,Hamlet,C_sikamea,16_NT,16,NT,23,2,218,0,0,0,0,10,0,208,0.95412844,0.04587156,0,
246,9/6/2021,4,Middle,Hamlet,C_sikamea,16_NT,16,NT,24,7,214,2,2,0,0,10,0,202,0.943925234,0.056074766,0,
247,9/6/2021,4,Middle,Hamlet,C_gigas,21_NT,21,NT,51,18,97,5,5,0,0,10,0,82,0.845360825,0.154639175,0,
248,9/6/2021,4,Middle,Hamlet,C_gigas,21_NT,21,NT,52,15,83,3,3,0,0,10,0,70,0.843373494,0.156626506,0,
249,9/6/2021,4,Middle,Hamlet,C_gigas,21_NT,21,NT,53,9,57,0,0,0,0,10,0,47,0.824561404,0.175438596,0,
250,9/6/2021,4,Middle,Hamlet,C_gigas,16_NT,16,NT,54,3,3,1,1,0,0,9,0,0,0,1,0,"""-6"" oysters remaining?"
251,9/6/2021,4,Middle,Hamlet,C_gigas,16_NT,16,NT,55,6,0,1,1,0,0,9,0,0,0,1,0,"""-9"" oysters remaining?"
252,9/6/2021,4,Middle,Hamlet,C_gigas,16_NT,16,NT,56,12,39,0,0,0,0,10,0,29,0.743589744,0.256410256,0,
253,9/5/2021,4,South,Tomasini Point,C_sikamea,21_T,21,T,25,8,205,7,4,3,1,10,1,187,0.912195122,0.087804878,4,1 oyster collected for drill survey
254,9/5/2021,4,South,Tomasini Point,C_sikamea,21_T,21,T,26,5,184,15,11,4,0,10,0,159,0.864130435,0.135869565,6,
255,9/5/2021,4,South,Tomasini Point,C_sikamea,21_T,21,T,27,17,169,27,16,11,1,10,1,131,0.775147929,0.224852071,9,1 oyster collected for drill/moribund surveys
256,9/5/2021,4,South,Tomasini Point,C_sikamea,16_T,16,T,28,10,181,13,5,8,0,10,0,158,0.872928177,0.127071823,8,
257,9/5/2021,4,South,Tomasini Point,C_sikamea,16_T,16,T,29,16,160,15,14,1,1,10,1,134,0.8375,0.1625,5,1 oyster collected for drill/moribund surveys
258,9/5/2021,4,South,Tomasini Point,C_sikamea,16_T,16,T,30,1,190,17,11,6,0,10,0,163,0.857894737,0.142105263,0,
259,9/5/2021,4,South,Tomasini Point,C_sikamea,21_NT,21,NT,31,2,108,7,5,2,0,10,0,91,0.842592593,0.157407407,4,
260,9/5/2021,4,South,Tomasini Point,C_sikamea,21_NT,21,NT,32,7,105,31,31,0,1,10,1,63,0.6,0.4,8,1 oyster collected for drill/moribund surveys
261,9/5/2021,4,South,Tomasini Point,C_sikamea,21_NT,21,NT,33,14,132,5,4,1,0,10,1,116,0.878787879,0.121212121,0,
262,9/5/2021,4,South,Tomasini Point,C_sikamea,16_NT,16,NT,34,4,191,18,12,6,0,10,2,161,0.842931937,0.157068063,7,
263,9/5/2021,4,South,Tomasini Point,C_sikamea,16_NT,16,NT,35,13,198,6,5,1,0,10,0,182,0.919191919,0.080808081,6,
264,9/5/2021,4,South,Tomasini Point,C_sikamea,16_NT,16,NT,36,11,207,12,8,4,0,10,1,184,0.888888889,0.111111111,6,
265,9/5/2021,4,South,Tomasini Point,C_gigas,21_NT,21,NT,61,12,192,9,6,3,0,10,0,173,0.901041667,0.098958333,2,
266,9/5/2021,4,South,Tomasini Point,C_gigas,21_NT,21,NT,62,6,184,6,4,2,3,10,0,168,0.913043478,0.086956522,1,3 oysters collected for drill/moribund surveys
267,9/5/2021,4,South,Tomasini Point,C_gigas,21_NT,21,NT,63,15,187,5,2,3,0,10,0,172,0.919786096,0.080213904,0,
268,9/5/2021,4,South,Tomasini Point,C_gigas,16_NT,16,NT,64,9,193,3,3,0,0,10,0,180,0.932642487,0.067357513,0,
269,9/5/2021,4,South,Tomasini Point,C_gigas,16_NT,16,NT,65,3,189,0,0,0,6,10,0,179,0.947089947,0.052910053,13,6 oysters collected for moribund/drill
270,9/5/2021,4,South,Tomasini Point,C_gigas,16_NT,16,NT,66,18,175,14,8,6,0,10,0,151,0.862857143,0.137142857,8,
