Sampling_Time,Date,SH_Tide,SH_Temp,Tank,Species,Rep,,L/W,Size_cm
End SH,July-10-2021,No Tide,21,20,M. gigas,7,,W,2.052
End SH,July-10-2021,No Tide,21,20,M. gigas,8,,L,2.046
End SH,July-10-2021,No Tide,21,20,M. gigas,8,,W,1.422
End SH,July-10-2021,No Tide,21,20,M. gigas,9,,L,2.588
End SH,July-10-2021,No Tide,21,20,M. gigas,9,,W,1.707
End SH,July-10-2021,No Tide,21,20,M. gigas,10,,L,2.069
End SH,July-10-2021,No Tide,21,20,M. gigas,10,,W,1.527
End SH,July-10-2021,No Tide,21,21,C. sikamea,1,,L,2.668
End SH,July-10-2021,No Tide,21,21,C. sikamea,1,,W,1.911
End SH,July-10-2021,No Tide,21,21,C. sikamea,2,,L,3.176
End SH,July-10-2021,No Tide,21,21,C. sikamea,2,,W,2.39
End SH,July-10-2021,No Tide,21,21,C. sikamea,3,,L,2.378
End SH,July-10-2021,No Tide,21,21,C. sikamea,3,,W,1.966
End SH,July-10-2021,No Tide,21,21,C. sikamea,4,,L,2.513
End SH,July-10-2021,No Tide,21,21,C. sikamea,4,,W,2.009
End SH,July-10-2021,No Tide,21,21,C. sikamea,5,,L,2.758
End SH,July-10-2021,No Tide,21,21,C. sikamea,5,,W,1.84
End SH,July-10-2021,No Tide,21,21,C. sikamea,6,,L,2.825
End SH,July-10-2021,No Tide,21,21,C. sikamea,6,,W,2.125
End SH,July-10-2021,No Tide,21,21,C. sikamea,7,,L,2.47
End SH,July-10-2021,No Tide,21,21,C. sikamea,7,,W,2.143
End SH,July-10-2021,No Tide,21,21,C. sikamea,8,,L,3.1
End SH,July-10-2021,No Tide,21,21,C. sikamea,8,,W,2.508
End SH,July-10-2021,No Tide,21,21,C. sikamea,9,,L,2.489
End SH,July-10-2021,No Tide,21,21,C. sikamea,9,,W,1.953
End SH,July-10-2021,No Tide,21,21,C. sikamea,10,,L,3.095
End SH,July-10-2021,No Tide,21,21,C. sikamea,10,,W,2.387
End SH,July-10-2021,No Tide,21,22,C. sikamea,1,,L,2.648
End SH,July-10-2021,No Tide,21,22,C. sikamea,1,,W,2.081
End SH,July-10-2021,No Tide,21,22,C. sikamea,2,,L,3.092
End SH,July-10-2021,No Tide,21,22,C. sikamea,2,,W,2.406
End SH,July-10-2021,No Tide,21,22,C. sikamea,3,,L,2.698
End SH,July-10-2021,No Tide,21,22,C. sikamea,3,,W,2.16
End SH,July-10-2021,No Tide,21,22,C. sikamea,4,,L,2.423
End SH,July-10-2021,No Tide,21,22,C. sikamea,4,,W,1.998
End SH,July-10-2021,No Tide,21,22,C. sikamea,5,,L,2.33
End SH,July-10-2021,No Tide,21,22,C. sikamea,5,,W,2.323
End SH,July-10-2021,No Tide,21,22,C. sikamea,6,,L,2.598
End SH,July-10-2021,No Tide,21,22,C. sikamea,6,,W,1.799
End SH,July-10-2021,No Tide,21,22,C. sikamea,7,,L,2.757
End SH,July-10-2021,No Tide,21,22,C. sikamea,7,,W,2.129
End SH,July-10-2021,No Tide,21,22,C. sikamea,8,,L,2.697
End SH,July-10-2021,No Tide,21,22,C. sikamea,8,,W,1.97
End SH,July-10-2021,No Tide,21,22,C. sikamea,9,,L,2.574
End SH,July-10-2021,No Tide,21,22,C. sikamea,9,,W,2.112
End SH,July-10-2021,No Tide,21,22,C. sikamea,10,,L,2.142
End SH,July-10-2021,No Tide,21,22,C. sikamea,10,,W,1.694
End SH,July-10-2021,No Tide,21,23,C. sikamea,1,,L,2.679
End SH,July-10-2021,No Tide,21,23,C. sikamea,1,,W,2.074
End SH,July-10-2021,No Tide,21,23,C. sikamea,2,,L,2.836
End SH,July-10-2021,No Tide,21,23,C. sikamea,2,,W,2.418
End SH,July-10-2021,No Tide,21,23,C. sikamea,3,,L,2.772
End SH,July-10-2021,No Tide,21,23,C. sikamea,3,,W,2.309
End SH,July-10-2021,No Tide,21,23,C. sikamea,4,,L,2.928
End SH,July-10-2021,No Tide,21,23,C. sikamea,4,,W,2.087
End SH,July-10-2021,No Tide,21,23,C. sikamea,5,,L,2.381
End SH,July-10-2021,No Tide,21,23,C. sikamea,5,,W,1.825
End SH,July-10-2021,No Tide,21,23,C. sikamea,6,,L,2.728
End SH,July-10-2021,No Tide,21,23,C. sikamea,6,,W,1.991
End SH,July-10-2021,No Tide,21,23,C. sikamea,7,,L,2.899
End SH,July-10-2021,No Tide,21,23,C. sikamea,7,,W,1.866
End SH,July-10-2021,No Tide,21,23,C. sikamea,8,,L,2.86
End SH,July-10-2021,No Tide,21,23,C. sikamea,8,,W,2.242
End SH,July-10-2021,No Tide,21,23,C. sikamea,9,,L,2.86
End SH,July-10-2021,No Tide,21,23,C. sikamea,9,,W,1.873
End SH,July-10-2021,No Tide,21,23,C. sikamea,10,,L,3.077
End SH,July-10-2021,No Tide,21,23,C. sikamea,10,,W,2.041
End SH,July-10-2021,No Tide,21,24,C. sikamea,1,,L,2.823
End SH,July-10-2021,No Tide,21,24,C. sikamea,1,,W,2.403
End SH,July-10-2021,No Tide,21,24,C. sikamea,2,,L,3.057
End SH,July-10-2021,No Tide,21,24,C. sikamea,2,,W,2.089
End SH,July-10-2021,No Tide,21,24,C. sikamea,3,,L,2.756
End SH,July-10-2021,No Tide,21,24,C. sikamea,3,,W,2.22
End SH,July-10-2021,No Tide,21,24,C. sikamea,4,,L,2.9
End SH,July-10-2021,No Tide,21,24,C. sikamea,4,,W,2.068
End SH,July-10-2021,No Tide,21,24,C. sikamea,5,,L,3.12
End SH,July-10-2021,No Tide,21,24,C. sikamea,5,,W,1.935
End SH,July-10-2021,No Tide,21,24,C. sikamea,6,,L,3.1
End SH,July-10-2021,No Tide,21,24,C. sikamea,6,,W,1.929
End SH,July-10-2021,No Tide,21,24,C. sikamea,7,,L,2.984
End SH,July-10-2021,No Tide,21,24,C. sikamea,7,,W,2.32
End SH,July-10-2021,No Tide,21,24,C. sikamea,8,,L,2.913
End SH,July-10-2021,No Tide,21,24,C. sikamea,8,,W,1.723
End SH,July-10-2021,No Tide,21,24,C. sikamea,9,,L,2.59
End SH,July-10-2021,No Tide,21,24,C. sikamea,9,,W,1.731
End SH,July-10-2021,No Tide,21,24,C. sikamea,10,,L,2.746
End SH,July-10-2021,No Tide,21,24,C. sikamea,10,,W,2.067
