Sampling_Time,Site,Location,Species,SH_Tide,SH_Temp,Bag,Rep,L,W
4,North,HIOC,C. sikamea,Tide,16,4,2,3.462,3.141
4,North,HIOC,C. sikamea,Tide,16,4,3,3.535,2.8
4,North,HIOC,C. sikamea,Tide,16,4,4,3.368,3.387
4,North,HIOC,C. sikamea,Tide,16,4,5,3.276,2.838
4,North,HIOC,C. sikamea,Tide,16,4,6,3.314,2.565
4,North,HIOC,C. sikamea,Tide,16,4,7,3.315,2.726
4,North,HIOC,C. sikamea,Tide,16,4,8,3.602,3.319
4,North,HIOC,C. sikamea,Tide,16,4,9,2.884,2.599
4,North,HIOC,C. sikamea,Tide,16,4,10,4.007,3.111
4,North,HIOC,C. sikamea,Tide,16,5,1,3.538,2.708
4,North,HIOC,C. sikamea,Tide,16,5,2,3.003,1.931
4,North,HIOC,C. sikamea,Tide,16,5,3,3.861,2.969
4,North,HIOC,C. sikamea,Tide,16,5,4,3.702,3.085
4,North,HIOC,C. sikamea,Tide,16,5,5,3.444,3.056
4,North,HIOC,C. sikamea,Tide,16,5,6,3.303,2.645
4,North,HIOC,C. sikamea,Tide,16,5,7,3.023,2.475
4,North,HIOC,C. sikamea,Tide,16,5,8,3.861,3.198
4,North,HIOC,C. sikamea,Tide,16,5,9,3.369,3.034
4,North,HIOC,C. sikamea,Tide,16,5,10,3.775,2.639
4,North,HIOC,C. sikamea,Tide,16,6,1,3.984,2.527
4,North,HIOC,C. sikamea,Tide,16,6,2,3.982,2.958
4,North,HIOC,C. sikamea,Tide,16,6,3,3.562,3.201
4,North,HIOC,C. sikamea,Tide,16,6,4,3.44,2.944
4,North,HIOC,C. sikamea,Tide,16,6,5,3.355,3.011
4,North,HIOC,C. sikamea,Tide,16,6,6,3.315,3.145
4,North,HIOC,C. sikamea,Tide,16,6,7,3.266,2.222
4,North,HIOC,C. sikamea,Tide,16,6,8,3.691,3.242
4,North,HIOC,C. sikamea,Tide,16,6,9,3.096,2.579
4,North,HIOC,C. sikamea,Tide,16,6,10,3.331,2.737
4,North,HIOC,C. sikamea,No Tide,21,7,1,4.31,3.401
4,North,HIOC,C. sikamea,No Tide,21,7,2,3.748,3.355
4,North,HIOC,C. sikamea,No Tide,21,7,3,3.981,2.847
4,North,HIOC,C. sikamea,No Tide,21,7,4,3.758,3.918
4,North,HIOC,C. sikamea,No Tide,21,7,5,3.352,2.61
4,North,HIOC,C. sikamea,No Tide,21,7,6,3.355,3.421
4,North,HIOC,C. sikamea,No Tide,21,7,7,3.071,2.047
4,North,HIOC,C. sikamea,No Tide,21,7,8,3.489,2.687
4,North,HIOC,C. sikamea,No Tide,21,7,9,3.204,2.27
4,North,HIOC,C. sikamea,No Tide,21,7,10,3.089,1.945
4,North,HIOC,C. sikamea,No Tide,21,8,1,3.876,2.941
4,North,HIOC,C. sikamea,No Tide,21,8,2,3.359,2.877
4,North,HIOC,C. sikamea,No Tide,21,8,3,3.367,2.427
4,North,HIOC,C. sikamea,No Tide,21,8,4,3.441,2.641
4,North,HIOC,C. sikamea,No Tide,21,8,5,3.845,2.789
4,North,HIOC,C. sikamea,No Tide,21,8,6,3.639,2.91
4,North,HIOC,C. sikamea,No Tide,21,8,7,3.19,2.15
4,North,HIOC,C. sikamea,No Tide,21,8,8,3.263,2.966
4,North,HIOC,C. sikamea,No Tide,21,8,9,2.983,2.462
4,North,HIOC,C. sikamea,No Tide,21,8,10,3.911,3.447
4,North,HIOC,C. sikamea,No Tide,21,9,1,3.165,3.219
4,North,HIOC,C. sikamea,No Tide,21,9,2,3.64,3.194
4,North,HIOC,C. sikamea,No Tide,21,9,3,3.656,2.585
4,North,HIOC,C. sikamea,No Tide,21,9,4,3.611,2.938
4,North,HIOC,C. sikamea,No Tide,21,9,5,3.504,2.862
4,North,HIOC,C. sikamea,No Tide,21,9,6,3.384,3.116
4,North,HIOC,C. sikamea,No Tide,21,9,7,3.708,3.087
4,North,HIOC,C. sikamea,No Tide,21,9,8,3.605,3.279
4,North,HIOC,C. sikamea,No Tide,21,9,9,3.456,2.936
4,North,HIOC,C. sikamea,No Tide,21,9,10,2.43,2.35
4,North,HIOC,C. sikamea,No Tide,16,10,1,3.798,2.746
4,North,HIOC,C. sikamea,No Tide,16,10,2,3.941,3.037
4,North,HIOC,C. sikamea,No Tide,16,10,3,3.96,2.949
4,North,HIOC,C. sikamea,No Tide,16,10,4,4.115,2.661
4,North,HIOC,C. sikamea,No Tide,16,10,5,3.882,2.978
4,North,HIOC,C. sikamea,No Tide,16,10,6,3.616,2.81
4,North,HIOC,C. sikamea,No Tide,16,10,7,3.59,2.926
4,North,HIOC,C. sikamea,No Tide,16,10,8,4.037,2.593
4,North,HIOC,C. sikamea,No Tide,16,10,9,3.564,2.709
4,North,HIOC,C. sikamea,No Tide,16,10,10,3.216,2.738
4,North,HIOC,C. sikamea,No Tide,16,11,1,3.84,2.798
4,North,HIOC,C. sikamea,No Tide,16,11,2,3.644,3.769
4,North,HIOC,C. sikamea,No Tide,16,11,3,4.18,3.061
4,North,HIOC,C. sikamea,No Tide,16,11,4,3.629,3.796
4,North,HIOC,C. sikamea,No Tide,16,11,5,3.167,2.422
4,North,HIOC,C. sikamea,No Tide,16,11,6,3.411,3.162
4,North,HIOC,C. sikamea,No Tide,16,11,7,3.71,3.602
4,North,HIOC,C. sikamea,No Tide,16,11,8,3.819,3.129
4,North,HIOC,C. sikamea,No Tide,16,11,9,3.529,2.969
4,North,HIOC,C. sikamea,No Tide,16,11,10,3.187,2.861
4,North,HIOC,C. sikamea,No Tide,16,12,1,3.386,2.965
4,North,HIOC,C. sikamea,No Tide,16,12,2,4.132,3.243
4,North,HIOC,C. sikamea,No Tide,16,12,3,3.235,2.46
4,North,HIOC,C. sikamea,No Tide,16,12,4,3.978,2.75
4,North,HIOC,C. sikamea,No Tide,16,12,5,2.939,2.203
4,North,HIOC,C. sikamea,No Tide,16,12,6,3.398,3.505
4,North,HIOC,C. sikamea,No Tide,16,12,7,3.675,2.941
4,North,HIOC,C. sikamea,No Tide,16,12,8,2.958,1.725
4,North,HIOC,C. sikamea,No Tide,16,12,9,3.81,2.796
4,North,HIOC,C. sikamea,No Tide,16,12,10,3.48,3.105
1,South,TBOC,C. sikamea,Tide,21,25,1,2.879,1.959
1,South,TBOC,C. sikamea,Tide,21,25,2,2.86,1.869
1,South,TBOC,C. sikamea,Tide,21,25,3,2.601,1.736
1,South,TBOC,C. sikamea,Tide,21,25,4,3.196,2.464
1,South,TBOC,C. sikamea,Tide,21,25,5,2.873,2.36
1,South,TBOC,C. sikamea,Tide,21,25,6,2.882,2.272
1,South,TBOC,C. sikamea,Tide,21,25,7,2.795,1.985
1,South,TBOC,C. sikamea,Tide,21,25,8,2.794,1.91
1,South,TBOC,C. sikamea,Tide,21,25,9,3.283,1.941
1,South,TBOC,C. sikamea,Tide,21,25,10,2.329,2.418
1,South,TBOC,C. sikamea,Tide,21,26,1,3.278,2.09
1,South,TBOC,C. sikamea,Tide,21,26,2,2.672,2.265
1,South,TBOC,C. sikamea,Tide,21,26,3,2.925,2.383
1,South,TBOC,C. sikamea,Tide,21,26,4,2.822,2.344
1,South,TBOC,C. sikamea,Tide,21,26,5,2.642,1.824
1,South,TBOC,C. sikamea,Tide,21,26,6,2.955,2.081
1,South,TBOC,C. sikamea,Tide,21,26,7,2.464,2.076
1,South,TBOC,C. sikamea,Tide,21,26,8,2.817,2.543
1,South,TBOC,C. sikamea,Tide,21,26,9,3.06,2.255
1,South,TBOC,C. sikamea,Tide,16,27,1,3,2.015
1,South,TBOC,C. sikamea,Tide,16,27,2,3.233,2.212
1,South,TBOC,C. sikamea,Tide,16,27,3,2.692,2.356
1,South,TBOC,C. sikamea,Tide,16,27,4,2.842,2.008
1,South,TBOC,C. sikamea,Tide,16,27,5,2.575,2.045
1,South,TBOC,C. sikamea,Tide,16,27,6,2.434,2.209
1,South,TBOC,C. sikamea,Tide,16,27,7,2.827,2.03
1,South,TBOC,C. sikamea,Tide,16,27,8,2.97,2.238
1,South,TBOC,C. sikamea,Tide,16,27,9,3.352,2.052
1,South,TBOC,C. sikamea,Tide,16,27,10,3.01,1.948
1,South,TBOC,C. sikamea,Tide,16,28,1,3.227,2.103
1,South,TBOC,C. sikamea,Tide,16,28,2,3.11,2.393
1,South,TBOC,C. sikamea,Tide,16,28,3,2.811,2.13
1,South,TBOC,C. sikamea,Tide,16,28,4,3.203,2.48
1,South,TBOC,C. sikamea,Tide,16,28,5,2.828,2.205
1,South,TBOC,C. sikamea,Tide,16,28,6,2.662,2.06
1,South,TBOC,C. sikamea,Tide,16,28,7,2.923,2.017
1,South,TBOC,C. sikamea,Tide,16,28,8,3.029,2.218
1,South,TBOC,C. sikamea,Tide,16,28,9,2.225,2.131
1,South,TBOC,C. sikamea,Tide,16,28,10,2.544,1.942
1,South,TBOC,C. sikamea,Tide,16,29,1,2.943,2.45
1,South,TBOC,C. sikamea,Tide,16,29,2,2.238,1.885
1,South,TBOC,C. sikamea,Tide,16,29,3,2.552,1.87
1,South,TBOC,C. sikamea,Tide,16,29,4,3.079,2.321
1,South,TBOC,C. sikamea,Tide,16,29,5,2.396,2.134
1,South,TBOC,C. sikamea,Tide,16,29,6,2.497,1.764
1,South,TBOC,C. sikamea,Tide,16,29,7,3.42,2.421
1,South,TBOC,C. sikamea,Tide,16,29,8,2.899,2.203
1,South,TBOC,C. sikamea,Tide,16,29,9,2.915,2.464
1,South,TBOC,C. sikamea,Tide,16,29,10,2.768,2.175
1,South,TBOC,C. sikamea,No Tide,21,30,1,2.609,2.233
1,South,TBOC,C. sikamea,No Tide,21,30,2,2.812,2.101
1,South,TBOC,C. sikamea,No Tide,21,30,3,2.588,1.987
1,South,TBOC,C. sikamea,No Tide,21,30,4,2.787,2.003
1,South,TBOC,C. sikamea,No Tide,21,30,5,2.594,1.705
1,South,TBOC,C. sikamea,No Tide,21,30,6,2.873,1.812
1,South,TBOC,C. sikamea,No Tide,21,30,7,2.701,2.088
1,South,TBOC,C. sikamea,No Tide,21,30,8,2.894,1.826
1,South,TBOC,C. sikamea,No Tide,21,30,9,2.424,1.74
1,South,TBOC,C. sikamea,No Tide,21,30,10,2.285,2.088
1,South,TBOC,C. sikamea,No Tide,21,31,1,2.972,2.15
1,South,TBOC,C. sikamea,No Tide,21,31,2,2.745,2.419
1,South,TBOC,C. sikamea,No Tide,21,31,3,2.557,2.563
1,South,TBOC,C. sikamea,No Tide,21,31,4,3.081,2.677
1,South,TBOC,C. sikamea,No Tide,21,31,5,2.417,1.755
1,South,TBOC,C. sikamea,No Tide,21,31,6,2.385,1.885
1,South,TBOC,C. sikamea,No Tide,21,31,7,3.027,2.417
1,South,TBOC,C. sikamea,No Tide,21,31,8,2.344,1.661
1,South,TBOC,C. sikamea,No Tide,21,31,9,2.613,2.141
1,South,TBOC,C. sikamea,No Tide,21,31,10,2.275,2.018
1,South,TBOC,C. sikamea,No Tide,21,32,1,2.966,2.03
1,South,TBOC,C. sikamea,No Tide,21,32,2,2.551,2.121
1,South,TBOC,C. sikamea,No Tide,21,32,3,2.406,1.704
1,South,TBOC,C. sikamea,No Tide,21,32,4,2.472,2.022
1,South,TBOC,C. sikamea,No Tide,21,32,5,2.525,2.109
1,South,TBOC,C. sikamea,No Tide,21,32,6,2.983,1.957
1,South,TBOC,C. sikamea,No Tide,21,32,7,3.049,2.106
1,South,TBOC,C. sikamea,No Tide,21,32,8,2.892,2.373
1,South,TBOC,C. sikamea,No Tide,21,32,9,2.171,1.78
1,South,TBOC,C. sikamea,No Tide,21,32,10,2.584,2.062
1,South,TBOC,C. sikamea,No Tide,16,33,1,2.928,2.18
1,South,TBOC,C. sikamea,No Tide,16,33,2,2.912,1.919
1,South,TBOC,C. sikamea,No Tide,16,33,3,2.709,2.036
1,South,TBOC,C. sikamea,No Tide,16,33,4,2.418,1.887
1,South,TBOC,C. sikamea,No Tide,16,33,5,2.548,2.237
1,South,TBOC,C. sikamea,No Tide,16,33,6,2.748,2.261
1,South,TBOC,C. sikamea,No Tide,16,33,7,2.432,2.092
1,South,TBOC,C. sikamea,No Tide,16,33,8,3.072,2.181
1,South,TBOC,C. sikamea,No Tide,16,33,9,3.007,2.643
1,South,TBOC,C. sikamea,No Tide,16,33,10,3.176,2.171
1,South,TBOC,C. sikamea,No Tide,16,34,1,3.23,2.159
1,South,TBOC,C. sikamea,No Tide,16,34,2,3.089,2.248
1,South,TBOC,C. sikamea,No Tide,16,34,3,2.113,1.951
1,South,TBOC,C. sikamea,No Tide,16,34,4,2.593,2.177
1,South,TBOC,C. sikamea,No Tide,16,34,5,2.337,2.071
1,South,TBOC,C. sikamea,No Tide,16,34,6,2.535,2.021
1,South,TBOC,C. sikamea,No Tide,16,34,7,2.775,1.964
1,South,TBOC,C. sikamea,No Tide,16,34,8,3.359,2.712
1,South,TBOC,C. sikamea,No Tide,16,34,9,2.796,2.735
1,South,TBOC,C. sikamea,No Tide,16,34,10,2.441,1.824
1,South,TBOC,C. sikamea,No Tide,16,35,1,2.412,1.912
1,South,TBOC,C. sikamea,No Tide,16,35,2,2.926,2.07
1,South,TBOC,C. sikamea,No Tide,16,35,3,2.936,2.219
1,South,TBOC,C. sikamea,No Tide,16,35,4,2.611,2.174
1,South,TBOC,C. sikamea,No Tide,16,35,5,2.861,2.547
1,South,TBOC,C. sikamea,No Tide,16,35,6,3.26,2.189
1,South,TBOC,C. sikamea,No Tide,16,35,7,3.16,1.932
1,South,TBOC,C. sikamea,No Tide,16,35,8,2.939,2.223
1,South,TBOC,C. sikamea,No Tide,16,35,9,2.533,2.155
1,South,TBOC,C. sikamea,No Tide,16,35,10,2.834,2.172
1,South,TBOC,C. sikamea,No Tide,21,36,1,3.241,2.466
1,South,TBOC,C. sikamea,No Tide,21,36,2,2.951,2.217
1,South,TBOC,C. sikamea,No Tide,21,36,3,2.638,2.189
1,South,TBOC,C. sikamea,No Tide,21,36,4,3.026,2.083
1,South,TBOC,C. sikamea,No Tide,21,36,5,2.533,1.83
1,South,TBOC,C. sikamea,No Tide,21,36,6,3.139,1.874
1,South,TBOC,C. sikamea,No Tide,21,36,7,2.638,1.753
1,South,TBOC,C. sikamea,No Tide,21,36,8,2.532,1.948
1,South,TBOC,C. sikamea,No Tide,21,36,9,2.414,1.992
1,South,TBOC,C. sikamea,No Tide,21,36,10,2.532,1.992
4,South,TBOC,C. sikamea,Tide,21,25,1,3.189,2.281
4,South,TBOC,C. sikamea,Tide,21,25,2,3.193,2.327
4,South,TBOC,C. sikamea,Tide,21,25,3,2.844,2.146
4,South,TBOC,C. sikamea,Tide,21,25,4,2.466,1.979
4,South,TBOC,C. sikamea,Tide,21,25,5,3.261,2.817
4,South,TBOC,C. sikamea,Tide,21,25,6,2.702,2.38
4,South,TBOC,C. sikamea,Tide,21,25,7,3.791,2.36
4,South,TBOC,C. sikamea,Tide,21,25,8,3.533,2.492
4,South,TBOC,C. sikamea,Tide,21,25,9,2.86,1.898
4,South,TBOC,C. sikamea,Tide,21,25,10,2.446,2.454
4,South,TBOC,C. sikamea,Tide,21,26,1,2.835,2.262
4,South,TBOC,C. sikamea,Tide,21,26,2,3.129,2.642
4,South,TBOC,C. sikamea,Tide,21,26,3,3.401,2.248
4,South,TBOC,C. sikamea,Tide,21,26,4,3.14,2.148
4,South,TBOC,C. sikamea,Tide,21,26,5,2.72,2.033
4,South,TBOC,C. sikamea,Tide,21,26,6,2.91,2.123
4,South,TBOC,C. sikamea,Tide,21,26,7,2.864,2.054
4,South,TBOC,C. sikamea,Tide,21,26,8,3.068,2.174
4,South,TBOC,C. sikamea,Tide,21,26,9,2.766,2.379
4,South,TBOC,C. sikamea,Tide,16,27,1,3.011,1.928
4,South,TBOC,C. sikamea,Tide,16,27,2,2.626,1.833
4,South,TBOC,C. sikamea,Tide,16,27,3,3.387,2.175
4,South,TBOC,C. sikamea,Tide,16,27,4,2.764,2.248
4,South,TBOC,C. sikamea,Tide,16,27,5,2.656,2.393
4,South,TBOC,C. sikamea,Tide,16,27,6,3.269,2.438
4,South,TBOC,C. sikamea,Tide,16,27,7,2.875,2.061
4,South,TBOC,C. sikamea,Tide,16,27,8,3.035,2.276
4,South,TBOC,C. sikamea,Tide,16,27,9,3.312,2.262
4,South,TBOC,C. sikamea,Tide,16,27,10,2.723,2.134
4,South,TBOC,C. sikamea,Tide,16,28,1,3.42,2.526
4,South,TBOC,C. sikamea,Tide,16,28,2,3.318,2.651
4,South,TBOC,C. sikamea,Tide,16,28,3,3.179,2.279
4,South,TBOC,C. sikamea,Tide,16,28,4,2.879,2.763
4,South,TBOC,C. sikamea,Tide,16,28,5,3.814,2.937
4,South,TBOC,C. sikamea,Tide,16,28,6,3.507,2.672
4,South,TBOC,C. sikamea,Tide,16,28,7,3.093,1.987
4,South,TBOC,C. sikamea,Tide,16,28,8,2.597,2.017
4,South,TBOC,C. sikamea,Tide,16,28,9,2.794,1.971
4,South,TBOC,C. sikamea,Tide,16,28,10,2.769,2.302
4,South,TBOC,C. sikamea,Tide,16,29,1,3.181,2.488
4,South,TBOC,C. sikamea,Tide,16,29,2,3.199,2.088
4,South,TBOC,C. sikamea,Tide,16,29,3,2.95,2.167
4,South,TBOC,C. sikamea,Tide,16,29,4,2.668,1.914
4,South,TBOC,C. sikamea,Tide,16,29,5,3.691,2.847
4,South,TBOC,C. sikamea,Tide,16,29,6,2.589,2.229
4,South,TBOC,C. sikamea,Tide,16,29,7,2.58,2.332
4,South,TBOC,C. sikamea,Tide,16,29,8,2.999,2.407
4,South,TBOC,C. sikamea,Tide,16,29,9,2.891,2.201
4,South,TBOC,C. sikamea,Tide,16,29,10,3.189,2.257
4,South,TBOC,C. sikamea,No Tide,21,30,1,2.503,2.074
4,South,TBOC,C. sikamea,No Tide,21,30,2,3.139,1.814
4,South,TBOC,C. sikamea,No Tide,21,30,3,2.678,2.059
4,South,TBOC,C. sikamea,No Tide,21,30,4,2.747,1.665
4,South,TBOC,C. sikamea,No Tide,21,30,5,3.083,2.339
4,South,TBOC,C. sikamea,No Tide,21,30,6,2.651,2.108
4,South,TBOC,C. sikamea,No Tide,21,30,7,2.978,2.216
4,South,TBOC,C. sikamea,No Tide,21,30,8,2.618,2.072
4,South,TBOC,C. sikamea,No Tide,21,30,9,2.592,1.598
4,South,TBOC,C. sikamea,No Tide,21,30,10,2.55,2.115
4,South,TBOC,C. sikamea,No Tide,21,31,1,3.098,2.127
4,South,TBOC,C. sikamea,No Tide,21,31,2,2.895,2.135
4,South,TBOC,C. sikamea,No Tide,21,31,3,2.395,2.001
4,South,TBOC,C. sikamea,No Tide,21,31,4,2.599,2.2
4,South,TBOC,C. sikamea,No Tide,21,31,5,2.828,1.9
4,South,TBOC,C. sikamea,No Tide,21,31,6,3.453,2.633
4,South,TBOC,C. sikamea,No Tide,21,31,7,3.295,2.258
4,South,TBOC,C. sikamea,No Tide,21,31,8,2.731,1.849
4,South,TBOC,C. sikamea,No Tide,21,31,9,2.62,2.091
4,South,TBOC,C. sikamea,No Tide,21,31,10,2.35,1.808
4,South,TBOC,C. sikamea,No Tide,21,32,1,2.679,2.063
4,South,TBOC,C. sikamea,No Tide,21,32,2,2.854,2.476
4,South,TBOC,C. sikamea,No Tide,21,32,3,2.872,2.76
4,South,TBOC,C. sikamea,No Tide,21,32,4,3.074,2.397
4,South,TBOC,C. sikamea,No Tide,21,32,5,2.749,1.94
4,South,TBOC,C. sikamea,No Tide,21,32,6,3.001,1.91
4,South,TBOC,C. sikamea,No Tide,21,32,7,3.08,2.026
4,South,TBOC,C. sikamea,No Tide,21,32,8,2.669,1.809
4,South,TBOC,C. sikamea,No Tide,21,32,9,2.243,2.472
4,South,TBOC,C. sikamea,No Tide,21,32,10,3.019,2.199
4,South,TBOC,C. sikamea,No Tide,16,33,1,2.908,2.591
4,South,TBOC,C. sikamea,No Tide,16,33,2,2.681,1.926
4,South,TBOC,C. sikamea,No Tide,16,33,3,3.101,1.999
4,South,TBOC,C. sikamea,No Tide,16,33,4,2.562,1.737
4,South,TBOC,C. sikamea,No Tide,16,33,5,3.169,2.449
4,South,TBOC,C. sikamea,No Tide,16,33,6,3.123,2.711
4,South,TBOC,C. sikamea,No Tide,16,33,7,3.183,2.191
4,South,TBOC,C. sikamea,No Tide,16,33,8,3.681,2.705
4,South,TBOC,C. sikamea,No Tide,16,33,9,3.389,2.706
4,South,TBOC,C. sikamea,No Tide,16,33,10,2.672,2.611
4,South,TBOC,C. sikamea,No Tide,16,34,1,3.427,2.382
4,South,TBOC,C. sikamea,No Tide,16,34,2,4.157,3.028
4,South,TBOC,C. sikamea,No Tide,16,34,3,3.045,2.681
4,South,TBOC,C. sikamea,No Tide,16,34,4,2.654,2.322
4,South,TBOC,C. sikamea,No Tide,16,34,5,3.416,3.016
4,South,TBOC,C. sikamea,No Tide,16,34,6,3.163,1.964
4,South,TBOC,C. sikamea,No Tide,16,34,7,2.907,2.304
4,South,TBOC,C. sikamea,No Tide,16,34,8,2.74,2.452
4,South,TBOC,C. sikamea,No Tide,16,34,9,3.714,2.665
4,South,TBOC,C. sikamea,No Tide,16,34,10,2.622,1.816
4,South,TBOC,C. sikamea,No Tide,16,35,1,3.209,2.37
4,South,TBOC,C. sikamea,No Tide,16,35,2,2.466,2.179
4,South,TBOC,C. sikamea,No Tide,16,35,3,3.13,2.193
4,South,TBOC,C. sikamea,No Tide,16,35,4,3.216,2.203
4,South,TBOC,C. sikamea,No Tide,16,35,5,3.137,2.042
4,South,TBOC,C. sikamea,No Tide,16,35,6,3.277,2.394
4,South,TBOC,C. sikamea,No Tide,16,35,7,2.717,2.49
4,South,TBOC,C. sikamea,No Tide,16,35,8,2.634,1.973
4,South,TBOC,C. sikamea,No Tide,16,35,9,2.874,1.761
4,South,TBOC,C. sikamea,No Tide,16,35,10,2.845,2.24
4,South,TBOC,C. sikamea,No Tide,21,36,1,2.792,2.13
4,South,TBOC,C. sikamea,No Tide,21,36,2,2.936,2.032
4,South,TBOC,C. sikamea,No Tide,21,36,3,2.455,1.807
4,South,TBOC,C. sikamea,No Tide,21,36,4,2.902,2.023
4,South,TBOC,C. sikamea,No Tide,21,36,5,3.071,1.878
4,South,TBOC,C. sikamea,No Tide,21,36,6,2.637,2.022
4,South,TBOC,C. sikamea,No Tide,21,36,7,3.858,2.497
4,South,TBOC,C. sikamea,No Tide,21,36,8,3.875,2.742
4,South,TBOC,C. sikamea,No Tide,21,36,9,3.62,2.739
4,South,TBOC,C. sikamea,No Tide,21,36,10,2.376,1.708
