Bag,Replicate,Sampling,Date,Site,Species,Species_Latin,SH_Temp,SH_Tide,Dilution_1,MilliQ_ul_1,Dilution_2,Date_Homogenized,Mean_Abs_375,Control_375,control - blank,carbonylContent/well,Protien_content/ug/ml,nmole_carbonyl/mg_protein,Dilution_factor,CarbPerProtein
31,4,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.135,0.077,0.058,0.91137649,465.498,1.95785265,2,3.9157053
31,5,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.117,0.077,0.04,0.62853551,311.87125,2.04786247,2,4.09572493
32,1,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.109,0.077,0.032,0.50282841,362.852,1.38576723,2,2.77153445
32,2,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.175,0.077,0.098,1.53991201,166.418,9.25327792,2,18.5065558
32,3,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.099,0.077,0.022,0.34569453,249.186,1.38729516,2,2.77459032
32,4,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.103,0.077,0.026,0.40854808,282.649,1.44542554,2,2.89085108
32,5,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.1215,0.077,0.0445,0.69924576,265.27625,3.36794146,2,6.73588292
33,1,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.099,0.077,0.022,0.34569453,233.78,1.47871731,2,2.95743461
33,2,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.096,0.077,0.019,0.29855437,277.133,1.07729635,2,2.15459269
33,3,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.093,0.077,0.016,0.2514142,111.306,2.25876597,2,4.51753194
33,4,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.098,0.077,0.021,0.32998114,171.52,1.92386395,2,3.84772789
33,5,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,Tide,1,300,1,21-Oct-22,0.0965,0.077,0.0195,0.30641106,198.43475,1.68466089,2,3.36932178
34,1,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.098,0.077,0.021,0.32998114,217.54,1.51687572,2,3.03375144
34,2,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.088,0.077,0.011,0.17284727,156.223,1.10641369,2,2.21282738
34,3,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.093,0.077,0.016,0.2514142,152.826,1.645101,2,3.29020199
34,4,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.166,0.077,0.089,1.39849151,213.271,6.55734495,2,13.1146899
34,5,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.11125,0.077,0.03425,0.53818353,184.965,2.70643384,2,5.41286768
35,1,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.139,0.077,0.062,0.97423004,286.083,3.40541047,2,6.81082094
35,2,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.128,0.077,0.051,0.80138278,284.874,2.81311309,2,5.62622618
35,3,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.112,0.077,0.035,0.54996857,359.389,1.53028772,2,3.06057544
35,4,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.097,0.077,0.02,0.31426776,200.474,1.56762351,2,3.13524703
35,5,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.119,0.077,0.042,0.65996229,282.705,2.3291087,2,4.6582174
36,1,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.096,0.077,0.019,0.29855437,211.564,1.41117756,2,2.82235511
36,2,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.091,0.077,0.014,0.21998743,170.669,1.28897122,2,2.57794244
36,3,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.115,0.077,0.038,0.59710874,363.718,1.64168047,2,3.28336094
36,4,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.116,0.077,0.039,0.61282212,367.181,1.66899193,2,3.33798385
36,5,5,10-Aug-22,TBOC - South,Pacific,M. gigas,21,No_Tide,1,300,1,21-Oct-22,0.1045,0.077,0.0275,0.43211816,278.283,1.50270529,2,3.00541059
